,37,38,39,40,41,42,43,44,45,46,47,48,49,50
16,0,0,90,95,95,95,95,95,90,90,80,80,0,0
17,0,0,95,100,100,100,100,100,85,85,80,80,0,0
18,0,0,95,100,100,100,100,100,80,80,70,70,0,0
19,0,0,90,100,100,95,95,95,75,75,70,70,0,0
20,0,0,90,95,95,90,90,90,75,75,70,70,0,0
21,0,0,80,85,85,90,90,90,75,75,70,70,0,0
22,0,0,75,80,80,85,85,85,70,70,65,65,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
